~1~900~Дніпропетровські РЕМ~Iншi~м. Дніпро вул. Бориса Кротова     44~ТП-9К~База ТП-9к СШ-0,4кВ НІК 2303 АРК1 №0072007~~0~0~0~0072007~НІК 2303 АРТ1~6332~электронный~Трехфазный~6~5~1,0~1~138804~175~Абонент~0,4~Т-0,66 400/5~80~1530005167~01.04.2014~А066235, А066236, А066234~Абонент~315,88~~~~~~~~~01.01.2016~01.10.2015~16~01.10.2031~0~~~~~~~~~
~2~900~Дніпропетровські РЕМ~Iншi~~ТП-122~Офіс ТП-122 РБ-3 №0077865~~0~0~0~0077865~НІК2303L АРК1~120012~электронный~Трехфазный~6~5~1~1~159331~0~Абонент~0,4~CITI-0,5 400/5~80~~~~Абонент~0,00~~~~~~~~~02.01.2020~02.10.2019~16~02.10.2035~0~~~~~~~~~
~3~900~Дніпропетровські РЕМ~Iншi~м. Дніпро вул. Дмитра Кедріна     28/~ТП-122~офіс ТП-122 РБ-7  №8100202~~0~0~0~8100202~НИК 2303АРК1~6381~электронный~Трехфазный~6~5~1,0~1~138801~110~Абонент~0,4~Т-0,66 400/5~80~1530005167~01.04.2019~88245, 28259, 16815~Абонент~198,56~2,01~~~~~~~~09.11.2019~01.10.2016~16~01.10.2032~0~~~~~~~~~
~4~10000000~РП КЗ "ДФКС" ДОР"~Обласний бюджет~м. Дніпро вул. Гладкова     39~ТП-12ш~Коледж фізичної культури~~0~0~0~0238943~НІК 2303АРП1~6378~электронный~Трехфазный~6~5~1,0~1~138690~230~Абонент~0,4~Т-0,66 200/5~40~1530005155~01.04.2012~71085, 70120, 71798~Абонент~415,16~~~~~~~~~01.01.2016~01.12.2019~16~01.12.2035~0~~~~~~~~~
~5~10000000~РП КЗ "ДФКС" ДОР"~Обласний бюджет~м. Дніпро вул. Гладкова     39~ТП-12ш~Коледж фізичної культури~~0~0~0~0238949~НІК 2303АРП1~6378~электронный~Трехфазный~6~5~1,0~1~138684~120~Абонент~0,4~Т-0,66 200/5~40~1530005155~01.04.2012~71052, 69947, 70116~Абонент~216,61~~~~~~~~~01.01.2016~05.12.2019~16~05.12.2035~0~~~~~~~~~
~6~10000003~РП  ФОП Черняк І.Е.~Iншi~м. Дніпро пр-т Богдана Хмельницького     48~ТП-224~отель"Смак", сч.№0027374~~0~0~0~0027374~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~114543~65~Абонент~0,4~~~~~~~117,33~~~~~~~~~01.01.2016~05.10.2015~16~05.10.2031~0~~~~~~~~~
~7~10000003~РП  ФОП Черняк І.Е.~Iншi~м. Дніпро пр-т Богдана Хмельницького    109~ТП-27~№ 0711527~~0~0~0~0711527~НІК 2301АП2~6371~электронный~Трехфазный~6~5~1,0~1~150142~25~Абонент~0,4~~~~~~~45,13~~~~~~~~~02.04.2019~01.01.2019~16~01.01.2035~0~~~~~~~~~
~8~10000006~РП  ФОП Соколовська О.А~Iншi~м. Дніпро вул. Титова     21~ТП-209~приміщення, 7890055~~0~0~0~7890055~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~152086~11~Абонент~0,4~~~~~~~19,86~~~~~~~~~13.09.2018~15.06.2018~16~15.06.2034~0~~~~~~~~~
~9~10000008~РП ФОП  Барський Олександр Аркадійович~Iншi~м. Дніпро вул. Академіка Янгеля     26~КТП-335~НІК 2303АРП3  № 0202698~Проверен~0~0~0~0202698~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~117365~59~Абонент~0,4~~~~~~~106,50~~~~~~~~~01.01.2016~01.08.2016~16~01.08.2032~0~~~~~~~~~
~10~10000009~РП  ТОВ "Аптеки Медичної Академії"+~Iншi~м. Дніпро пр-т Богдана Хмельницького    127~ТП-665~ТОВ "Аптеки Медичної Академії",сч.№016004~~0~0~0~016004~СТ-ЭА05Д~10597~электронный~Трехфазный~6~5~1~1~143890~12~Абонент~0,4~~~~~~~21,66~~~~~~~~~01.01.2016~25.07.2015~16~25.07.2031~0~~~~~~~~~
~11~10000009~РП  ТОВ "Аптеки Медичної Академії"+~Iншi~м. Дніпро вул. Суворова     17~ТП-230~склад-офіс Аптеки Мед.Академії,сч.№01769403~~0~0~0~01769403~EPQS 122.23.17 LL~6285~электронный~Трехфазный~6~5~0,5S~1~114334~75~Абонент~0,4~Т-0,66 200/5~40~1530005155~01.10.2011~044960, 044942, 044949~Абонент~135,38~~~~~~~~~04.07.2017~01.10.2016~6~01.10.2022~0~~~~~~~~~
~12~10000009~РП  ТОВ "Аптеки Медичної Академії"+~Iншi~м. Дніпро вул. Суворова     17~ТП-230~cклад-офіс, Аптеки Мед.Академії/2,№01769539~~0~0~0~01769539~EPQS 122.23.17 LL~6285~электронный~Трехфазный~6~5~0,5S~1~114347~75~Абонент~0,4~Т-0,66 200/5~40~1530005155~01.10.2011~044943, 044961, 044948~Абонент~135,38~~~~~~~~~04.07.2017~01.10.2016~6~01.10.2022~0~~~~~~~~~
~13~10000009~РП  ТОВ "Аптеки Медичної Академії"+~Iншi~м. Дніпро вул. Робоча    146-прим./  1~ТП-140~Аптека Мед Академії, Робоча,146,сч.№08625~~0~0~0~08625~Дельта 8010-06~10666~электронный~Трехфазный~5~5~1~1~114322~25~Абонент~0,4~~~~~~~45,13~~~~~~~~~23.11.2015~01.07.2006~6~01.07.2012~0~~~~~~~~~
~14~10000009~РП  ТОВ "Аптеки Медичної Академії"+~Iншi~м. Дніпро вул. Робоча    146-прим./  2~ТП-140~Аптека Мед.Академії, Робоча,146/2,сч.№08980~~0~0~0~08980~Дельта 8010-06~10666~электронный~Трехфазный~5~5~1~1~114314~25~Абонент~0,4~~~~~~~45,13~~~~~~~~~23.11.2015~01.10.2006~6~01.10.2012~0~~~~~~~~~
~15~10000011~РП ТОВ "НВП ЕЛАСТ"~Iншi~м. Дніпро вул. Будівельників     37~ЦРП-2 ГРУ ТЕЦ  ком.80~НІК 2303 LAPK1~Проверен~0~0~0~7677065~НИК 2303АРК1~6381~электронный~Трехфазный~6~5~1,0~1~113782~250~Абонент~0,4~Т-0,66 400/5~80~1530005167~01.07.2016~А070243, А070242, А070244~Абонент~451,26~~~~~~~~~01.01.2019~03.10.2018~16~03.10.2034~0~~~~~~~~~
~16~10000012~РП ФОП Куделя Н.І.~Iншi~м. Дніпро пр-т Олександра Поля    110~ТП-212~ФОП Куделя Н.І.,сч.№0154808~~0~0~0~0154808~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~144896~40~Абонент~0,4~~~~~~~72,20~~~~~~~~~01.01.2016~01.04.2012~16~01.04.2028~0~~~~~~~~~
~17~10000015~Р ТОВ "Айболит"~Iншi~м. Дніпро вул. Гладкова      6/151~ТП-10Ш~пункт мобільн. мед.допомоги~Проверен~0~0~0~0757388~НІК 2301АП1~6370~электронный~Трехфазный~6~5~1,0~1~115916~15~Абонент~0,4~~~~~~~27,08~~~~~~~~~06.10.2015~10.07.2015~16~10.07.2031~0~~~~~~~~~
~18~10000016~РП  ТОВ "МОНБЛАН"~Iншi~с. Партизанське вул. Центральна    25Б~КТП-6~склади №1023264~~0~0~0~1023264~НІК 2303АП3Т~6377~электронный~Трехфазный~6~5~1,0~12~117250~50~Абонент~10,0~~~~~~~3,61~~~~~~~~~01.01.2016~01.09.2017~16~01.09.2033~0~~~~~~~~~
~19~10000019~РП ФО Огійко Артем Олександрович~Iншi~м. Дніпро вул. Титова     18-А~ТП-245~Огійко АО.Стоматол. кабінет №0593306~Проверен~0~0~0~0593306~НІК 2301АП3~6372~электронный~Трехфазный~6~5~1,0~1~114565~25~Абонент~0,4~~~~~~~45,13~~~~~~~~~13.11.2015~01.10.2011~16~01.10.2027~0~~~~~~~~~
