670073222;53,13;0;0;0;53,13
670079055;53,13;0;0;0;53,13
670081658;60;0;0;0;60
670081659;60;0;0;0;60
670081660;60;0;0;0;60
670081671;333,13;0;0;0;333,13
670099089;25;0;0;0;25
672205135;358,45;148,08;13,8;0;521,33
672301442;80;0;0;0;80
672308772;80;0;21,25;0;101,25
672356186;80;0;0;0;80
673100463;15,94;0;0;0;15,94
673100499;15,94;0;0;0;15,94
673100614;15,94;0;0;0;15,94
673100781;15,94;0;0;0;15,94
673102088;15,94;0;0;0;15,94
673102437;15,94;0;0;0;15,94
673102596;15,94;0;0;0;15,94
673102866;15,94;0;0;0;15,94
673103074;15,94;0;0;0;15,94
673103139;15,94;0;0;0;15,94
673103141;15,94;0;0;0;15,94
673103149;15,94;0;0;0;15,94
673103606;15,94;0;0;0;15,94
673103763;15,94;0;0;0;15,94
673103865;15,94;0;0;0;15,94
673107724;15,94;0;0;0;15,94
673107780;15,94;0;0;0;15,94
673107910;15,94;0;0;0;15,94
673107984;15,94;0;0;0;15,94
673108034;15,94;0;0;0;15,94
673108043;15,94;0;0;0;15,94
673108099;15,94;0;0;0;15,94
673108119;15,94;0;0;0;15,94
673108163;15,94;0;0;0;15,94
673108412;15,94;0;0;0;15,94
673108528;15,94;0;0;0;15,94
673142608;15,94;0;0;0;15,94
673142609;15,94;0;0;0;15,94
673142610;15,94;0;0;0;15,94
673230980;60;0;0;0;60
673418168;60;0;0;0;60
673427514;60;0;0;0;60
673535632;201,88;0;0;0;201,88
674110389;15,94;0;0;0;15,94
674110982;15,94;0;0;0;15,94
674111239;15,94;0;0;0;15,94
674111965;15,94;0;0;0;15,94
674112028;10;0;0;0;10
674112043;15,94;0;0;0;15,94
674112045;15,94;0;0;0;15,94
674112097;15,94;0;0;0;15,94
674112276;15,94;0;0;0;15,94
674112308;15,94;0;0;0;15,94
674112316;15,94;0;0;0;15,94
674112395;15,94;0;0;0;15,94
674112478;15,94;0;0;0;15,94
674112604;15,94;0;0;0;15,94
674112605;15,94;0;0;0;15,94
674112624;15,94;0;0;0;15,94
674112869;15,94;0;0;0;15,94
674112938;15,94;0;0;0;15,94
674113219;15,94;0;0;0;15,94
674113514;15,94;0;0;0;15,94
674113767;15,94;0;0;0;15,94
674114086;15,94;0;0;0;15,94
674114261;15,94;0;0;0;15,94
674114589;15,94;0;0;0;15,94
674114931;15,94;0;0;0;15,94
674114952;15,94;0;0;0;15,94
674115017;15,94;0;0;0;15,94
674115076;15,94;0;0;0;15,94
674115079;15,94;0;0;0;15,94
674115083;15,94;0;0;0;15,94
674115325;15,94;0;0;0;15,94
674115891;15,94;0;0;0;15,94
674119956;15,94;0;0;0;15,94
674448517;100,94;13,25;0;0;114,19
674448631;100,94;0;0;0;100,94
674454360;120;0;0;0;120
674715104;15,94;0;0;0;15,94
674731413;15,94;0;0;0;15,94
674732298;15,94;0;0;0;15,94
674733046;15,94;0;0;0;15,94
674734468;15,94;0;0;0;15,94
674740156;15,94;0;0;0;15,94
674740173;15,94;0;0;0;15,94
674825019;80;0;0;0;80
674825409;80;0;0;0;80
674826540;201,88;0;0;0;201,88
675204345;160;0;0;0;160
675204921;100,94;19,12;0,69;0;120,75
675205789;100,94;7,95;0,69;0;109,58
675205791;100,94;0;14,45;0;115,39
675205792;15,94;0;0;0;15,94
675205793;15,94;0;0;0;15,94
675205795;100,94;0;0;0;100,94
675209970;100,94;0;1,38;0;102,32
675231469;108,38;9,54;18,48;0;136,4
675231471;100,94;0;0;0;100,94
675231475;180;0;0;0;180
675231476;100,94;0;0,69;0;101,63
675231477;80;0;44,2;0;124,2
675233556;100,94;0;0;0;100,94
675233557;107,04;11,13;0,69;0;118,86
675233558;160;300;3,84;0;463,84
675235149;100,94;2,1;0;0;103,04
675235150;180;0;4,85;0;184,85
675413078;900;0;0;0;900
675415283;100,94;0;0;0;100,94
675418770;100,94;0;0;0;100,94
675430239;100,94;0;0;0;100,94
675430240;100,94;0;0;0;100,94
675435141;100,94;0;0,69;0;101,63
675443156;180;0;0;0;180
675443157;100,94;0;0;0;100,94
675443160;100,94;0;0;0;100,94
675443163;100,94;3,72;0;0;104,66
675443295;107,04;0;6,21;0;113,25
675443296;100,94;0;0,69;0;101,63
675443466;100,94;0;0;0;100,94
675564187;25,81;0;0;0;25,81
675564250;12,9;0;0;0;12,9
675600046;10,62;0;0;0;10,62
675600084;10,62;0;0;0;10,62
675600119;10,62;0;0;0;10,62
675600134;26,56;0;0;0;26,56
675600167;10,62;0;0;0;10,62
675600179;10,62;0;0;0;10,62
675600198;10,62;0;0;0;10,62
675600208;10,62;0;0;0;10,62
675600216;10,62;0;0;0;10,62
675600236;10,62;0;0;0;10,62
675600240;10,62;0;0;0;10,62
675600242;10,62;0;0;0;10,62
675600256;10,62;0;0;0;10,62
675600347;10,62;0;0;0;10,62
675600349;10,62;0;0;0;10,62
675600372;10,62;0;0;0;10,62
675600381;10,62;0;0;0;10,62
675600450;180;0;0;0;180
675600452;10,62;0;0;0;10,62
675600453;10,62;0;0;0;10,62
675600458;10,62;0;0;0;10,62
675600532;10,62;0;0;0;10,62
675600582;10,62;0;0;0;10,62
675600597;10,62;0;0;0;10,62
675600638;10,62;0;0;0;10,62
675600639;10,62;0;0;0;10,62
675600641;10,62;0;0;0;10,62
675600669;10,62;0;0;0;10,62
675600681;10,62;0;0;0;10,62
675600694;10,62;0;0;0;10,62
675600698;10,62;0;0;0;10,62
675600712;10,62;0;0;0;10,62
675600739;10,62;0;0;0;10,62
675600786;10,62;0;0;0;10,62
675600825;10,62;0;0;0;10,62
675600832;10,62;0;0;0;10,62
675600867;10,62;0;0;0;10,62
675600875;10,62;0;0;0;10,62
675600907;10,62;0;0;0;10,62
675600936;10,62;0;0;0;10,62
675600974;10,62;0;0;0;10,62
675601005;10,62;0;0;0;10,62
675603551;100,94;0;0;0;100,94
675605946;80;0;0;0;80
675606642;80;0;0;0;80
675606790;900;0;0;0;900
675606791;300;0;8,5;0;308,5
675606792;107,04;0;31;0;138,04
675606793;100,94;0;31,45;0;132,39
675606795;180;0;0;0;180
675607207;80;0;0;0;80
675607542;80;0;0;0;80
675608572;80;0;39,68;0;119,68
675608593;80;0;0;0;80
675612638;80;0;0;0;80
675618596;80;0;0;0;80
675622045;100,94;18,05;0,69;0;119,68
675624142;100,94;0;0;0;100,94
675626667;100,94;0;0;0;100,94
675629393;100,94;21,79;9,66;0;132,39
675629394;100,94;0;0;0;100,94
675629403;100,94;0;2,07;0;103,01
675629404;180;0;0;0;180
675637336;100,94;133,1;0;0;234,04
675637343;333,45;0;9,66;0;343,11
675637401;201,88;0;11,73;0;213,61
675637406;100,94;0;0;0;100,94
675637431;100,94;0;0;0;100,94
675637767;80;1;0;0;81
675651458;100,94;0;18,38;0;119,32
675651461;100,94;0;6,9;0;107,84
675651469;100,94;7,97;0;0;108,91
675651480;93,19;0;0;0;93,19
675651516;132,82;53,12;0;0;185,94
675655974;10,62;0;0;0;10,62
675655981;26,56;0;0;0;26,56
675658607;120;1;0;0;121
675658609;302,82;0;0,69;0;303,51
675658611;100,94;2,65;2,07;0;105,66
675670843;140,26;0;0;0;140,26
675672292;100,94;30,8;0;0;131,74
675672305;100,94;11,13;31,88;0;143,95
675672314;180;0;0;0;180
675672322;100,94;0;121,11;0;222,05
675672330;100,94;0;0;0;100,94
675672339;100,94;0;0;0;100,94
675672419;100,94;0;0;0;100,94
675672431;80;0;1;0;81
675680312;107,04;0;15,5;0;122,54
675680313;100,94;0;0,69;0;101,63
675680314;180;0;0;0;180
675680315;160;0;0;0;160
675680317;100,94;0;0;0;100,94
675680318;109,44;0;17;0;126,44
675680319;100,94;0;0;0;100,94
675680320;201,88;6,89;0;0;208,77
675680322;201,88;12,22;0;0;214,1
675680323;750;0;0;0;750
675680324;100,94;5,3;0;0;106,24
675680325;80;0;0;0;80
675680326;107,04;0;0;0;107,04
675680327;100,94;0;0,69;0;101,63
675686387;108,38;0;3,15;0;111,53
675718826;15,94;0;0;0;15,94
675723057;15,94;0;0;0;15,94
675759047;100,94;9,56;0;0;110,5
676010695;80;0;0;0;80
676104524;15,94;0;125,82;0;141,76
676104526;15,94;0;0;0;15,94
676104527;15,94;0;0;0;15,94
676104528;15,94;0;0;0;15,94
676104529;15,94;0;0;0;15,94
676104530;15,94;0;0;0;15,94
676104531;15,94;0;0;0;15,94
676104532;15,94;0;0;0;15,94
676104534;15,94;0;0;0;15,94
676104535;15,94;0;0;0;15,94
676104536;15,94;0;0;0;15,94
676104537;15,94;0;111,78;0;127,72
676104538;15,94;0;112,46;0;128,4
676104539;15,94;0;0;0;15,94
676104541;15,94;0;110,02;0;125,96
676104542;15,94;0;0;0;15,94
676104543;15,94;0;0;0;15,94
676104548;15,94;0;0;0;15,94
676104549;15,94;0;0;0;15,94
676104561;15,94;0;0;0;15,94
676104562;15,94;0;0;0;15,94
676104563;15,94;0;0;0;15,94
676104564;15,94;0;0;0;15,94
676104566;15,94;0;0;0;15,94
676108021;87,44;0;0;0;87,44
676108022;100,94;0;4,83;0;105,77
676108023;302,82;0;0;0;302,82
676108024;100,94;16,46;0,69;0;118,09
676108025;100,94;0;0,69;0;101,63
676132199;60;0;0;0;60
676134553;60;0;0;0;60
676139252;180;0;0;0;180
676139578;15,94;0;0;0;15,94
676139582;15,94;0;0;0;15,94
676139588;15,94;0;0;0;15,94
676139596;15,94;0;0;0;15,94
676139681;15,94;0;0;0;15,94
676139695;15,94;0;0;0;15,94
676139891;15,94;0;0;0;15,94
676139946;15,94;0;0;0;15,94
676139963;15,94;0;0;0;15,94
676139998;15,94;0;0;0;15,94
676140063;15,94;0;0;0;15,94
676140139;15,94;0;0;0;15,94
676140668;15,94;0;0;0;15,94
676141;15,94;0;0;0;15,94
676141691;60;0;0;0;60
676141874;60;0;0;0;60
676144143;60;73,8;0;0;133,8
676144276;60;0;0;0;60
676145151;60;0;0;0;60
676169924;15,94;0;0;0;15,94
676169925;15,94;0;0;0;15,94
676169926;15,94;0;0;0;15,94
676169927;15,94;0;0;0;15,94
