Назва підприємства~№ лічильника~ЕЕРП
"Комунальне підприємство ""Павлоградтрансенерго"" Павлоградської міської ради"~104582~0,0391
"Товариство з обмеженою відповідальністю ""Южстанкомаш"""~8879275~0,0239
Військова частина 3024 НГУ~858199~0,0242
"Товариство з обмеженою відповідальністю ""Автотранспортне підприємство ""Кортеж"""""~7791053~0,0192
"Товариство з обмеженою відповідальністю фірма ""Дніпро-Контракт"""~8101819~0,025
"Приватне підприємство ""Виробнича фірма ""Джеміні"""~8879962~0,0221
"Товариство з обмеженою відповідальністю науково-виробниче  підприємство ""Промстанкоінструмент"""~8047129~0,0188
"Приватне акціонерне товариство ""Славгородський арматурний завод"""~62079036~0,0406
"Приватне акціонерне товариство ""Славгородський арматурний завод"""~53001948~0,0406
"Приватне акціонерне товариство ""Славгородський арматурний завод"""~53001958~0,0406
Павлоградська загальноосвітня школа I-III ступенів №11 Павлоградської міської ради Дніпропетровської обл.~ 2N19960~0,0346
Павлоградська загальноосвітня школа I-III ступенів №11 Павлоградської міської ради Дніпропетровської обл.~ 2N19419~0,0377
Павлоградська загальноосвітня школа I-III ступенів №11 Павлоградської міської ради Дніпропетровської обл.~257029~0,0377
"Товариство з обмеженою відповідальністю ""Павлоградський експериментальний ремонтно-механічний завод"""~2205063~0,0219
"Товариство з обмеженою відповідальністю ""Павлоградський експериментальний ремонтно-механічний завод"""~2252155~0,0284
"Комунальний заклад ""Початковий спеціалізований мистецький навчальний заклад ""Мистецька школа №1""ПМР"~2934220~0,0335
"Комунальний заклад ""Початковий спеціалізований мистецький навчальний заклад ""Мистецька школа №1""ПМР"~2935162~0,0322
"Товариство з обмеженою відповідальністю ""Медфарм"""~354020~0,0217
"Товариство з обмеженою відповідальністю ""Зевс"""~10008072~0,0238
Фізична особа-підприємець Манцова Людмила Вікторівна~769116~0,0295
