Гвардейский~6504~СТК3-10Q2T3.Mt~Енергія-9 СТК3-10Q2H3Mt~~
Днепр~120014~НІК 2303 ART T.1200 MC25~~Нет в справочнике ~NIK 2303 ARТT.1200.MС.25
Днепр~10531~ZMG~Landis&Gyr ZMG310CR~~
Днепр~120011~NIK 2303L  АРК1~НІК 2303L АРК1~~
Днепр~120067~EPQS 122.21.18 LL~Elgama EPQS 122(22.17LL)~~
Днепр~10587~СА4У-И672~СА4У-И672~~
Днепр~6436~СА4-И678~СА4-И678~~
Днепр~6440~СО-И449М~СО-И449М1-2~~
Днепр~120018~ НІК 2301 АР3.0000.0.11 ~NІК 2301 АP3.0000.0.11~~
Днепр~6338~СТК3-10Q2T3.K4t~Енергія-9 CTK3-10Q2Т3.К4t~~
Днепр~10585~СА4-И678~СА4-И678~~
Днепр~120061~MT174-D1A42R56-L21-M3K03Z~~Нет в справочнике ~Iskra МТ174-D1 A42R56-L21-M3K03Z
Днепр~10629~ZMG~Landis&Gyr ZMG310CR~~
Днепр~10672~NP-06 TD MME.3F~Smart NP-06TD МME.3F3S~~
Днепр~5040~СО-5000~СО-5000~~
Днепр~7052~СА4-198~СА4-198 (20А)~~
Днепр~7089~СА4-199~СА4-199~~
Днепр~10560~СА4У-И672~СА4У-И672~~
Желтые воды~120015~НІК 2303 ARP3T.1200.MC.11 ~~Нет в справочнике ~NІК 2303 ARP3T.1200.MC.11 
Желтые воды~10565~СОЭ-1.02/2~Меридіан  СОЭ-1.02/2~~
Кривой Рог~6338~СТК3-10Q2T3.K4t~Енергія-9 CTK3-10Q2Т3.К4t~~
Кривой Рог~10582~ЛТЕ-1.03~Меридіан  ЛТЕ-1.03~~
Павлоград ~120006~NIK 2303AP3.1000.MC.11~NІК 2303 АP3.1000.MC.11~~
Павлоград ~7086~CО-ЭАК-3М~СО-ЭА К3М~~
Павлоград ~6602~СТК3-10Q2T3.K4t~Енергія-9 CTK3-10Q2Т3.К4t~~
Павлоград ~120003~NIK 2303 AP3T.1000.MC.11~NІК 2303 АP3T.1000.MC.11~~
Павлоград ~10618~SL7000~Actaris SL 7000(АСЕ7000)~~
Ингулец~120009~НІК 2303 АР3.1000.МС.11~NІК 2303 АP3.1000.MC.11~~
Вольногорск~7029~EMS 134~Elgama EMS 134~~
Вольногорск~7065~СТК3-10~Енергія-9 CTK3-10A1H4PB~~
