~-4~900~Господарські потреби Апостолівські РЕМ~Iншi~м. Апостолове вул. Лесі Українки     37-а~КТП-564~Адмін. будівля КТП-564~Проверен~0~0~0~0077885~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~106970~50~Абонент~0,4~~~~~~90,25~~~~~~~~01.01.2017~27.05.2019~16~27.05.2035~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~-3~900~Господарські потреби Апостолівські РЕМ~Iншi~с-ще Жовте вул. Цементників~ТП-6~будівля ПС "ЖКК"~Проверен~0~0~0~33841~СТК3-05Q2Т3.Mt~6337~электронный~Трехфазный~6~5~0,5S~1~106974~50~Абонент~0,4~ТПЛ-10К 100/5~20~01.06.2011~1409;1386~Абонент~90,25~~НТМИ-6-66 6000/100~60~01.06.2011~ПРЕПХ~Абонент~~01.01.2017~01.07.2013~6~01.07.2019~0~~~~~~~~~Тьоменко О.А.~30~PC010131
~-2~6001007~ФО Швидкий  С.В.~Iншi~м. Апостолове вул. Гагаріна     68~ТП-138~НІК2303 АРП 3 ТП-138~~0~0~0~0085363~НІК 2303АРП3~6380~электронный~Трехфазный~6~5~1,0~1~107380~60~Абонент~0,4~~~~~~108,30~~~~~~~~31.12.2018~01.04.2011~16~01.04.2027~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~-1~60010001~Виконком Апостолівської міської ради~Мiський бюджет~м. Апостолове вул. Центральна     65~ТП-71~МБК "Сучасник"~Проверен~0~0~0~0076870~НИК 2303АРК1~6381~электронный~Трехфазный~6~5~1,0~1~106817~100~Абонент~0,4~ТОПН-0,66~40~01.09.2015~012270;012271;012273~Абонент~180,51~~~~~~~~11.01.2016~01.03.2011~16~01.03.2027~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~0~60010001~Виконком Апостолівської міської ради~Мiський бюджет~м. Апостолове вул. Центральна     65~ТП-71~Освіт. міськ. парку~Проверен~0~0~0~0288833~НІК 2303АРП2Т~6383~электронный~Трехфазный~6~5~1,0~12~106811~36~Абонент~0,4~~~~~~64,98~~~~~~~~11.01.2016~01.03.2015~16~01.03.2031~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~1~60010001~Виконком Апостолівської міської ради~Мiський бюджет~с-ще Жовте вул. Цементників~КТП-1~д.с. Казка~Проверен~0~0~0~0634157~НІК 2301АП3~6372~электронный~Трехфазный~6~5~1,0~1~106821~25~Абонент~0,4~~~~~~45,13~~~~~~~~11.01.2016~01.03.2012~16~01.03.2028~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~2~60010002~КП "Апостолівська ЦРЛ" ДОР"~Районний бюджет~~ТП-72~сш 0,4 кВ ТП-72 2Т~Проверен~0~0~0~847821~EPQS 122.22.17 LL~6284~электронный~Трехфазный~6~5~0,5S~1~106651~400~РЕС~0,4~Т-0,66 600/5~120~01.06.2014~А060804; А060805; А060806~РЕС~722,02~~~~~~~~01.01.2014~01.09.2016~6~01.09.2022~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~3~60010002~КП "Апостолівська ЦРЛ" ДОР"~Районний бюджет~~ТП-72~сш 0,4 кВ ТП-72 1Т~Проверен~0~0~0~880675~EPQS 122.22.17 LL~6284~электронный~Трехфазный~6~5~0,5S~1~106657~400~РЕС~0,4~Т-0,66 600/5~120~01.06.2014~А060808; А060807;А060809~РЕС~722,02~~~~~~~~01.01.2014~01.09.2016~6~01.09.2022~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~4~60010003~КП "Апостоловеводоканал"~ЖКГ~~ТП-110~НФС ЗТП-110~Проверен~0~0~0~0072010~НИК 2303АРК1~6381~электронный~Трехфазный~6~5~1,0~1~106253~465~Абонент~0,4~Т-0,66 600/5~120~01.12.2013~89078; 89089 ;89103~Абонент~839,35~~~~~~~~02.04.2019~01.12.2010~16~01.12.2026~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~5~60010003~КП "Апостоловеводоканал"~ЖКГ~м. Апостолове вул. Мічуріна     98~КТП-566~НІК 2303 АП 3 КТП-566~Проверен~0~0~0~0212719~НІК 2303 АП3~120006~электронный~Трехфазный~6~5~1~~106250~48~Абонент~0,4~~~~~~86,64~~~~~~~~07.02.2020~01.09.2013~~~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~6~60010003~КП "Апостоловеводоканал"~ЖКГ~м. Апостолове вул. Мічуріна     98~КТП-26~КНС-2 (26)~Проверен~0~0~0~0225206~НІК 2303 АРП1~10533~электронный~Трехфазный~6~5~1~1~106247~48~Абонент~0,4~~~~~~86,64~~~~~~~~01.10.2015~01.12.2013~16~01.12.2029~0~~~~~~~~~Смаглюк А.М.~31~PC010231
~7~60010003~КП "Апостоловеводоканал"~ЖКГ~м. Апостолове вул. Визволення    109~КТП-19~КНС-1 КТП-19~Проверен~0~0~0~0225551~НІК 2303 АРП1~10533~электронный~Трехфазный~6~5~1~1~106244~48~Абонент~0,4~~~~~~86,64~~~~~~~~01.10.2015~01.07.2013~16~01.07.2029~0~~~~~~~~~Смаглюк А.М.~31~PC010231
