138690;62Z5985623644343
138684;62Z1194983572049
114543;62Z0191772892383
150142;62Z8658777897963
114353;62Z0557802825818
140197;62Z5803799614799
117365;62Z8045839159930
114322;62Z5227706501098
114314;62Z4000994109931
114334;62Z6217317828810
114347;62Z9191973706638
143890;62Z1939988314301
113782;62Z9364784333495
144896;62Z0263617643123
113684;62Z2555995843940
115916;62Z4718021386988
117250;62Z6194499970882
122256;62Z4788428270584
122250;62Z5239671110867
122224;62Z8114131609458
122188;62Z8840827748261
122175;62Z6549837925555
122195;62Z6369814544037
122415;62Z6434791337228
122272;62Z9673177188891
122286;62Z4850026679144
122422;62Z6536357128801
122403;62Z9226038174508
122409;62Z5926140569448
122370;62Z9932685620316
122392;62Z0157092095255
122096;62Z4716858865352
122087;62Z1593425367163
122121;62Z5536198391843
122112;62Z8302014077304
122147;62Z9251076147461
122134;62Z0546026276153
121934;62Z8937084009119
121928;62Z2175309886048
122167;62Z5854568956265
122155;62Z5379297147744
122297;62Z1174653572129
122333;62Z0483242450822
126804;62Z4142604555371
114565;62Z4808520867356
115070;62Z9868006205088
116687;62Z5924939153043
116701;62Z9364785672580
115148;62Z8714018955430
123077;62Z4091259660932
123071;62Z1252622503907
115369;62Z7577978458582
118453;62Z3867255149637
108710;62Z2548970738425
138675;62Z1845719064861
108827;62Z5708525792853
114277;62Z7820029251049
113718;62Z3624969642650
124232;62Z6461637186263
145294;62Z4754833876944
145300;62Z6083678832096
126114;62Z6499698720156
113998;62Z6594149077134
122653;62Z7600625374886
113891;62Z7509106099220
113887;62Z4039972999485
117646;62Z4461493363341
114938;62Z4099530190604
114341;62Z0934142698745
115323;62Z1190161155671
140610;62Z9112421810489
123517;62Z7714308910306
115356;62Z8389593916546
146401;62Z6987274591980
144447;62Z0721999029947
146382;62Z2836592004441
146372;62Z6716131104305
146363;62Z1974324063549
146418;62Z5462716682460
121414;62Z3781038937256
113993;62Z1984619673586
138537;62Z0356988448740
114142;62Z0494253628693
114148;62Z5229968432185
123232;62Z3872077509502
124155;62Z6459668269193
