KOD_CEK$MTART$ZMAKTX$MEINS$kod_sap$Матеріал$Опис матеріалу$Ткст$ООд$Т.м.
00000006539$1531$Вентилятор ВЗТ 360 М$шт$1530000750$__вентилятор$__вентилятор$ШТ$1530$
00000006578$2010$Муфта СТП-10 35/50$шт$2010002329$Муфта СТП-10-0-50-Л/3СТП-10 з гільз.50мм$Муфта СТП-10-0-50-Л/3СТП-10 (35-50) з гільз. 50мм/$ШТ$2010$
00000005944$2010$Провод АС 95/16$т$2010000448$Провід АС 95/16$Провід АС 95/16$Т$2010$
00000004796$2050$Наличник $м$2050000462$Лиштва$Лиштва$М$2050$
00000004920$2010$Кабель АВВГ 4х50$км$2010002173$Кабель АВВГ - 4 Х 50$Кабель АВВГ - 4 Х 50$КМ$2010$
00000007597$2090$Трудовая книжка$шт$2090000238$Книжка трудова$Книжка трудова$ШТ$2090$
00000007598$2090$Вкладыш в трудовую книжку$шт$2010004321$__Вкладиш в трудову книжку$__Вкладиш в трудову книжку$ШТ$2010$
00000000022$2010$Муфта СТП-10 70/120$шт$2010006487$Муфта СТП-10 70/120 клас ВВ$Муфта СТП-10 70/120 клас ВВ$ШТ$2010$
00000000023$2010$Муфта СТП-10 150/240$шт$2010006486$Муфта СТП-10 150/240 клас ВВ$Муфта СТП-10 150/240 клас ВВ$ШТ$2010$
00000008261$2010$Муфта СТП-1 150/240 клас ВВ$шт$2010002350$Муфта СТП 1 150-240 клас вв$Муфта стп 1 150-240 клас вв$КМП$2010$
00000012669$2030$Мастило графітне$кг$2030000041$Мастило графитне$Мастило графитне$КГ$2030$
00000012690$2080$Брухт алюмінію$т$2092000000$Брухт алюмінію$Брухт алюмінію$КГ$2092$
00000012691$2080$Брухт чорного металу $т$2091000001$Брухт чорного металу$Брухт чорного металу$КГ$2091$
00000012703$2030$Газ скраплений$л$2030000006$Газ зріджений пропан-бутан$Газ зріджений пропан-бутан$Л$2030$
