1013904;62Z7997151681803
1013908;62Z1145626145573
1013919;62Z0087704688705
1013915;62Z8417287000172
1013833;62Z7667785334530
1013888;62Z7923881330660
1013883;62Z2355818510893
1013814;62Z4969341587062
1013837;62Z0491082672387
1027766;62Z8157057096190
109113;62Z2818464481463
107350;62Z5324765543036
106921;62Z0315421863721
106926;62Z3757051182729
107768;62Z5911284308821
108971;62Z6397017492100
107839;62Z8848731361169
107747;62Z0910661358972
108939;62Z1465672056752
106177;62Z9273496597555
106181;62Z9218074544595
232383;62Z1146595822585
107737;62Z2268016796470
107742;62Z3742102327972
107733;62Z7559817033947
107351;62Z7540125734600
106930;62Z0029814865723
108049;62Z1629274208961
108059;62Z8006859407570
106183;62Z0075807608393
109097;62Z3233991035534
109019;62Z2953792016419
109032;62Z5528072892248
107416;62Z1471928396921
107760;62Z3938207205290
108961;62Z5048452632032
108042;62Z7015017170612
109090;62Z7575675980305
109079;62Z2271212274379
109049;62Z2869446646535
107420;62Z1632835782533
106175;62Z4713076081714
107346;62Z0804066117973
109033;62Z2648436426927
109010;62Z3544331459602
109051;62Z6868550805247
109023;62Z1689800597342
109042;62Z0773757916807
108003;62Z7956681834126
108008;62Z5687277063737
108380;62Z5613472353957
931303;62Z5371945622377
106940;62Z6926183143521
111689;62Z2671639220487
111673;62Z4409724901642
111678;62Z6698952951514
111683;62Z1337498160653
108029;62Z2088970250314
107783;62Z0337302600407
107788;62Z5560442600675
107778;62Z2857416082774
113330;62Z2312370566311
109085;62Z2392107348675
107813;62Z5722363165783
107887;62Z4735677573960
114032;62Z1749531552053
114038;62Z7472778059248
108947;62Z0257966570827
108956;62Z7349509449885
108940;62Z2745025040842
114619;62Z7495587212265
114625;62Z8959156116213
107833;62Z6648625755901
107804;62Z7329926127738
109059;62Z3031524027179
109065;62Z9454611914072
108986;62Z1616319552384
228766;62Z8194392453197
107719;62Z8657503239455
107774;62Z4079058814666
109109;62Z4988934201073
109102;62Z3654605003010
107809;62Z8178276642004
107753;62Z8193303665962
107725;62Z8799193543641
107728;62Z1324355235141
109497;62Z6148658730909
109119;62Z5469559388363
114954;62Z9008934800882
