114753;62Z8647921586883
114770;62Z1039718124232
114776;62Z6328742290579
106050;62Z9722273815797
116345;62Z4443907285949
105971;62Z9301085508183
114715;62Z5014518558664
115627;62Z9058577079433
106054;62Z1760068334822
106019;62Z6801660544807
115004;62Z5332626624066
114922;62Z3407686194488
115009;62Z7903181859774
106015;62Z2277144317392
114902;62Z5907637914897
114907;62Z7773668371826
114912;62Z7053514534731
114917;62Z2250003909261
106000;62Z5385202344328
106004;62Z9734381937291
106009;62Z9802522830994
114626;62Z0344272261074
114622;62Z1677960005002
114995;62Z1668474793949
115014;62Z2617467044568
114986;62Z3793702671048
114991;62Z0612841636084
114961;62Z2480585547828
114956;62Z3608829168220
115633;62Z6770463652120
114949;62Z7423745006943
115071;62Z8541447674924
115076;62Z1709101496987
114933;62Z4601809384011
114939;62Z4204979726626
115059;62Z1940599719562
115820;62Z4140367461520
115053;62Z1492358772921
114981;62Z3369412561806
114966;62Z7674977150664
114970;62Z4910190868352
115421;62Z6827103694609
115047;62Z8009925618328
114886;62Z2504624280485
114897;62Z9515266978285
114892;62Z2963407500595
115081;62Z6397492399730
115173;62Z2031884603545
115178;62Z8893620869236
115468;62Z1445289134009
115887;62Z0911013627589
115287;62Z9753810212619
115032;62Z0249029731132
115374;62Z0813926530291
115184;62Z2250797590601
115678;62Z5679431011848
115668;62Z4649962512304
115672;62Z2378125646452
115091;62Z5111366136044
115638;62Z6172537193128
115642;62Z9611102288376
115095;62Z6287634695714
115098;62Z9747285903671
115836;62Z1460006321591
115167;62Z6291457792179
115390;62Z9667831382667
115294;62Z8701296183573
115842;62Z5000387068013
115620;62Z4315138340930
115150;62Z6486757403662
115478;62Z8145726110849
115486;62Z1440477015692
115572;62Z8330650120802
115574;62Z6197078586643
115397;62Z6339467027117
115404;62Z9331250129880
115493;62Z7497983686912
115502;62Z9236801317067
115512;62Z1493306220812
115520;62Z7050163202634
115527;62Z0551824051685
115538;62Z6222486247489
115531;62Z8300722788860
115553;62Z7778557653538
115546;62Z8380029745467
115411;62Z6414697104017
115436;62Z6285980884963
115659;62Z1973602220715
115662;62Z4688941149408
115649;62Z4735249607509
115652;62Z5775167703514
115699;62Z6733852780711
115684;62Z7574045156466
115689;62Z3808555861880
115695;62Z7447432185447
115704;62Z7312056700544
115853;62Z6263312143355
115766;62Z7351796799790
115752;62Z9019534279450
115759;62Z3093869068973
115744;62Z1237570889171
115737;62Z2405587700450
115729;62Z9371063214768
115722;62Z3185561816170
115790;62Z5367975478394
116486;62Z2102769712248
115781;62Z2809866678065
